symbol,Name of Securities,Category,Sub-Category,Board Lot,Expiry Date,ETF / Fund Manager,Debt Securities Investor Type,Div Stock,Blue Chip,HSI
2440.HK,HOWKINGTECH,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
2448.HK,SPACE GROUP,Equity,Equity Securities (Main Board),"2,500",,,,N,,N
2450.HK,HUAIBEI GD CO,Equity,Equity Securities (Main Board),"1,500",,,,N,,N
2455.HK,RUNHUA SERVICE,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2457.HK,BUYANG INTL,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
2458.HK,GALA TECH HOLD,Equity,Equity Securities (Main Board),400,,,,N,,N
2459.HK,SANERGY GROUP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2469.HK,FENBI,Equity,Equity Securities (Main Board),500,,,,N,,N
2482.HK,LOGORY,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
2488.HK,LAUNCH TECH,Equity,Equity Securities (Main Board),500,,,,N,,N
2500.HK,VENUS MEDTECH-B,Equity,Equity Securities (Main Board),500,,,,N,,N
2518.HK,AUTOHOME-S,Equity,Equity Securities (Main Board),100,,,,Y,,N
2528.HK,FW FASHION INT,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2552.HK,HUA MEDICINE-B,Equity,Equity Securities (Main Board),500,,,,N,,N
2558.HK,JINSHANG BANK,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
2588.HK,BOC AVIATION,Equity,Equity Securities (Main Board),100,,,,Y,,N
2599.HK,SHINSUN HOLD GP,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
2600.HK,CHALCO,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2601.HK,CPIC,Equity,Equity Securities (Main Board),200,,,,Y,,N
2602.HK,ONEWO,Equity,Equity Securities (Main Board),100,,,,N,,N
2607.HK,SH PHARMA,Equity,Equity Securities (Main Board),100,,,,Y,,N
2608.HK,SUNSHINE 100,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
2611.HK,GTJA,Equity,Equity Securities (Main Board),200,,,,Y,,N
2616.HK,CSTONE PHARMA-B,Equity,Equity Securities (Main Board),500,,,,N,,N
2618.HK,JD LOGISTICS,Equity,Equity Securities (Main Board),100,,,,N,,N
2623.HK,ADD NEW ENERGY,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2628.HK,CHINA LIFE,Equity,Equity Securities (Main Board),"1,000",,,,Y,,Y
2633.HK,JACOBSON PHARMA,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2638.HK,HKELECTRIC-SS,Equity,Equity Securities (Main Board),500,,,,Y,,N
2660.HK,ZENGAME,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2663.HK,KPA-BM HLDGS,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
2666.HK,UNI MEDICAL,Equity,Equity Securities (Main Board),500,,,,Y,,N
2668.HK,PAK TAK INT'L,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
2669.HK,CHINA OVS PPT,Equity,Equity Securities (Main Board),"5,000",,,,Y,,N
2678.HK,TEXHONG INTL GP,Equity,Equity Securities (Main Board),500,,,,Y,,N
2680.HK,INNOVAX HLDGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2682.HK,YUN LEE MARINE,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
2683.HK,WAHSUN HANDBAGS,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2686.HK,AAG ENERGY,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
2688.HK,ENN ENERGY,Equity,Equity Securities (Main Board),100,,,,Y,,Y
2689.HK,ND PAPER,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
2696.HK,HENLIUS,Equity,Equity Securities (Main Board),100,,,,N,,N
2698.HK,WEIQIAO TEXTILE,Equity,Equity Securities (Main Board),500,,,,Y,,N
2699.HK,XINMING CHINA,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2700.HK,GREEN INTL HLDG,Equity,Equity Securities (Main Board),"20,000",,,,N,,N
2708.HK,IBO TECH,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2718.HK,DONGZHENG AFC,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
2722.HK,CHONGQING M&E,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2727.HK,SH ELECTRIC,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2728.HK,JINTAI ENERGY H,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
2738.HK,HUAJIN INTL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2768.HK,JIAYUAN INTL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2772.HK,ZHONGLIANG HLDG,Equity,Equity Securities (Main Board),500,,,,N,,N
2777.HK,R&F PROPERTIES,Equity,Equity Securities (Main Board),400,,,,N,,N
2778.HK,CHAMPION REIT,Real Estate Investment Trusts,,"1,000",,Eagle Asset Management (CP) Ltd.,,N,,N
2779.HK,CH XINHUA EDU,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
2789.HK,YUANDA CHINA,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2798.HK,PER ENERGY,Equity,Equity Securities (Main Board),"5,000",,,,Y,,N
2799.HK,CHINA HUARONG,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
2800.HK,TRACKER FUND,Exchange Traded Products,Exchange Traded Funds,500,,Hang Seng Investment Management Limited,,N,,N
2801.HK,ISHARES CHINA,Exchange Traded Products,Exchange Traded Funds,200,,BlackRock Asset Management North Asia Limited,,N,,N
2803.HK,PP BEDROCK,Exchange Traded Products,Exchange Traded Funds,500,,Premia Partners Company Limited,,N,,N
2804.HK,PREMIA VIET,Exchange Traded Products,Exchange Traded Funds,50,,Premia Partners Company Limited,,N,,N
2806.HK,GX CN CONSUME,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
2807.HK,GX CN ROBO&AI,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
2809.HK,GX CN CLN EN,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
2810.HK,PREMIAEMASEAN,Exchange Traded Products,Exchange Traded Funds,50,,Premia Partners Company Limited,,N,,N
2811.HK,HT CSI300 ETF,Exchange Traded Products,Exchange Traded Funds,200,,Haitong International Asset Management (HK) Limited,,N,,N
2812.HK,SAMSUNGCDGN,Exchange Traded Products,Exchange Traded Funds,200,,Samsung Asset Management (Hong Kong) Limited,,N,,N
2813.HK,CAM CTPB BOND,Exchange Traded Products,Exchange Traded Funds,10,,China Asset Management (Hong Kong) Limited,,N,,N
2814.HK,SAMSUNG FANG,Exchange Traded Products,Exchange Traded Funds,200,,Samsung Asset Management (Hong Kong) Limited,,N,,N
2817.HK,PP CGBOND,Exchange Traded Products,Exchange Traded Funds,20,,Premia Partners Company Limited,,N,,N
2819.HK,ABF HK IDX ETF,Exchange Traded Products,Exchange Traded Funds,100,,HSBC Investment Funds (Hong Kong) Limited,,N,,N
2820.HK,GX CN BIOTECH,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
2821.HK,ABF PAIF,Exchange Traded Products,Exchange Traded Funds,10,,State Street Global Advisors Singapore Limited,,N,,N
2822.HK,CSOP A50 ETF,Exchange Traded Products,Exchange Traded Funds,200,,CSOP Asset Management Limited,,N,,N
2823.HK,ISHARES A50,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
2825.HK,WISECSIHK100ETF,Exchange Traded Products,Exchange Traded Funds,200,,BOCI-Prudential Asset Management Limited,,N,,N
2826.HK,GX CN CLOUD,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
2827.HK,WISE CSI300 ETF,Exchange Traded Products,Exchange Traded Funds,200,,BOCI-Prudential Asset Management Limited,,N,,N
2828.HK,HSCEI ETF,Exchange Traded Products,Exchange Traded Funds,200,,Hang Seng Investment Management Limited,,N,,N
2829.HK,ISHARESCGB,Exchange Traded Products,Exchange Traded Funds,10,,BlackRock Asset Management North Asia Limited,,N,,N
2832.HK,BOSERA STAR50,Exchange Traded Products,Exchange Traded Funds,100,,"Bosera Asset Management (International) Co., Limited",,N,,N
2834.HK,ISHARESND100,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
2835.HK,PHILLIP HKNEWEQ,Exchange Traded Products,Exchange Traded Funds,100,,Phillip Capital Management (HK) Limited,,N,,N
2836.HK,ISHARES INDIA,Exchange Traded Products,Exchange Traded Funds,200,,BlackRock Asset Management North Asia Limited,,N,,N
2837.HK,GX HS TECH,Exchange Traded Products,Exchange Traded Funds,100,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
2838.HK,HS FCI50 ETF,Exchange Traded Products,Exchange Traded Funds,100,,Hang Seng Investment Management Limited,,N,,N
2839.HK,CAM MSCI A50,Exchange Traded Products,Exchange Traded Funds,50,,China Asset Management (Hong Kong) Limited,,N,,N
2840.HK,SPDR GOLD TRUST,Exchange Traded Products,Exchange Traded Funds,5,,,,N,,N
2843.HK,AMUNDI A50,Exchange Traded Products,Exchange Traded Funds,200,,Amundi Hong Kong Limited,,N,,N
2845.HK,GX CN EV BATT,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
2846.HK,ISHARESCSI300,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
2848.HK,TRMSCIKOREA,Exchange Traded Products,Exchange Traded Funds,10,,DWS Investment S.A.,,N,,N
2849.HK,GX AUTO EV,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
2858.HK,YIXIN,Equity,Equity Securities (Main Board),500,,,,Y,,N
2863.HK,GOLDEN FAITH GP,Equity,Equity Securities (Main Board),"3,000",,,,N,,N
2866.HK,COSCO SHIP DEV,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
2869.HK,GREENTOWN SER,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2877.HK,SHINEWAY PHARM,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
2878.HK,SOLOMON SYSTECH,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2880.HK,LIAONING PORT,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2882.HK,HKRH,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
2883.HK,CHINA OILFIELD,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2885.HK,PEIPORT HOLD,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2886.HK,BINHAI INV,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2888.HK,STANCHART,Equity,Equity Securities (Main Board),50,,,,Y,,N
2892.HK,MILLION CITIES,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
2899.HK,ZIJIN MINING,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
2906.HK,SOFTMEDX-OLD,Equity,Equity Securities (Main Board),125,,,,N,,N
2920.HK,LINKASIAMED-OLD,Equity,Equity Securities (Main Board),400,,,,N,,N
2923.HK,GREEN ECON-OLD,Equity,Equity Securities (Main Board),100,,,,N,,N
3001.HK,PP CNUSDPROP,Exchange Traded Products,Exchange Traded Funds,5,,Premia Partners Company Limited,,N,,N
3003.HK,CSOP MSCI A 50,Exchange Traded Products,Exchange Traded Funds,100,,CSOP Asset Management Limited,,N,,N
3004.HK,CSOP VIETNAM30,Exchange Traded Products,Exchange Traded Funds,100,,CSOP Asset Management Limited,,N,,N
3005.HK,CSOPCSI500ETF,Exchange Traded Products,Exchange Traded Funds,200,,CSOP Asset Management Limited,,N,,N
3006.HK,A GX META,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3007.HK,TRFXIC50,Exchange Traded Products,Exchange Traded Funds,10,,DWS Investment S.A.,,N,,N
3010.HK,ISHARES AXJ,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
3011.HK,A ICBCCICCUSD,Exchange Traded Products,Exchange Traded Funds,1,,China International Capital Corporation Hong Kong Asset Management Limited,,N,,N
3012.HK,AMUNDI HK35,Exchange Traded Products,Exchange Traded Funds,500,,Amundi Hong Kong Limited,,N,,N
3015.HK,X TRNIFTY50,Exchange Traded Products,Exchange Traded Funds,5,,DWS Investment S.A.,,N,,N
3020.HK,X TRMSCIUSA,Exchange Traded Products,Exchange Traded Funds,15,,DWS Investment S.A.,,N,,N
3021.HK,FB FTSE TAIWAN,Exchange Traded Products,Exchange Traded Funds,200,,Fubon Fund Management (Hong Kong) Limited,,N,,N
3022.HK,ISHARESMSCIEM,Exchange Traded Products,Exchange Traded Funds,10,,BlackRock Asset Management North Asia Limited,,N,,N
3023.HK,PA AI&ROBOTICS,Exchange Traded Products,Exchange Traded Funds,100,,Ping An of China Asset Management (HK) Company Limited,,N,,N
3024.HK,WISE SSE50ETF,Exchange Traded Products,Exchange Traded Funds,100,,BOCI-Prudential Asset Management Limited,,N,,N
3029.HK,GX HS ESG,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3030.HK,VPEMQQ ETF,Exchange Traded Products,Exchange Traded Funds,200,,Sensible Asset Management Hong Kong Limited,,N,,N
3031.HK,HT CH A ESG,Exchange Traded Products,Exchange Traded Funds,100,,Haitong International Asset Management (HK) Limited,,N,,N
3032.HK,HSTECH ETF,Exchange Traded Products,Exchange Traded Funds,200,,Hang Seng Investment Management Limited,,N,,N
3033.HK,CSOP HS TECH,Exchange Traded Products,Exchange Traded Funds,200,,CSOP Asset Management Limited,,N,,N
3034.HK,A CSOP META,Exchange Traded Products,Exchange Traded Funds,100,,CSOP Asset Management Limited,,N,,N
3036.HK,TRMSCITAIWAN,Exchange Traded Products,Exchange Traded Funds,25,,DWS Investment S.A.,,N,,N
3037.HK,CSOP HSI ETF,Exchange Traded Products,Exchange Traded Funds,100,,CSOP Asset Management Limited,,N,,N
3038.HK,HS ALOWCARBON,Exchange Traded Products,Exchange Traded Funds,100,,Hang Seng Investment Management Limited,,N,,N
3039.HK,EFUNDHSIESG,Exchange Traded Products,Exchange Traded Funds,100,,"E Fund Management (Hong Kong) Co., Limited",,N,,N
3040.HK,GX MSCI CHINA,Exchange Traded Products,Exchange Traded Funds,100,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3041.HK,GX CN PB BOND,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3047.HK,F SSIFIRONORE,Exchange Traded Products,Exchange Traded Funds,100,,Shanxi Securities International Asset Management Limited,,N,,N
3050.HK,GX CN GL LEADER,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3051.HK,A GXASINNOVATOR,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3053.HK,A CSOP HKD MM,Exchange Traded Products,Exchange Traded Funds,1,,CSOP Asset Management Limited,,N,,N
3056.HK,A PANDOINNOVATN,Exchange Traded Products,Exchange Traded Funds,100,,Pando Finance Limited,,N,,N
3058.HK,A GXCNINNOVATOR,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3059.HK,GX AGREENBOND,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3060.HK,F CICC CARBON,Exchange Traded Products,Exchange Traded Funds,10,,China International Capital Corporation Hong Kong Asset Management Limited,,N,,N
3066.HK,FA CSOP BTC,Exchange Traded Products,Exchange Traded Funds,100,,CSOP Asset Management Limited,,N,,N
3067.HK,ISHARESHSTECH,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
3068.HK,FA CSOP ETH,Exchange Traded Products,Exchange Traded Funds,100,,CSOP Asset Management Limited,,N,,N
3069.HK,CAM HSBIOTECH,Exchange Traded Products,Exchange Traded Funds,100,,China Asset Management (Hong Kong) Limited,,N,,N
3070.HK,PING AN HKDIV,Exchange Traded Products,Exchange Traded Funds,100,,Ping An of China Asset Management (HK) Company Limited,,N,,N
3071.HK,A CICC HKD,Exchange Traded Products,Exchange Traded Funds,1,,China International Capital Corporation Hong Kong Asset Management Limited,,N,,N
3072.HK,NIKKOAM INET,Exchange Traded Products,Exchange Traded Funds,10,,Nikko Asset Management Hong Kong Limited,,N,,N
3073.HK,SPDR GREATCHINA,Exchange Traded Products,Exchange Traded Funds,200,,State Street Global Advisors Asia Limited,,N,,N
3074.HK,ISHARESMSCITW,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
3076.HK,FB TW SEMICON,Exchange Traded Products,Exchange Traded Funds,200,,Fubon Fund Management (Hong Kong) Limited,,N,,N
3077.HK,PREMIA UST,Exchange Traded Products,Exchange Traded Funds,5,,Premia Partners Company Limited,,N,,N
3079.HK,CICC CGB,Exchange Traded Products,Exchange Traded Funds,20,,China International Capital Corporation Hong Kong Asset Management Limited,,N,,N
3080.HK,PING AN CGB,Exchange Traded Products,Exchange Traded Funds,100,,Ping An of China Asset Management (HK) Company Limited,,N,,N
3081.HK,VALUEGOLD ETF,Exchange Traded Products,Exchange Traded Funds,100,,Sensible Asset Management Hong Kong Limited,,N,,N
3086.HK,CAM NASDAQ100,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
3087.HK,X TRFTSEVIET,Exchange Traded Products,Exchange Traded Funds,10,,DWS Investment S.A.,,N,,N
3088.HK,CAM HS TECH,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
3091.HK,A NIKKOAMMETA,Exchange Traded Products,Exchange Traded Funds,10,,Nikko Asset Management Hong Kong Limited,,N,,N
3096.HK,A CSOP USD MM,Exchange Traded Products,Exchange Traded Funds,1,,CSOP Asset Management Limited,,N,,N
3097.HK,F GX OIL,Exchange Traded Products,Exchange Traded Funds,500,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3100.HK,EFUND CSI300,Exchange Traded Products,Exchange Traded Funds,100,,"E Fund Management (Hong Kong) Co., Limited",,N,,N
3108.HK,HGI ESGLEADER,Exchange Traded Products,Exchange Traded Funds,100,,Harvest Global Investments Limited,,N,,N
3109.HK,CSOP STAR 50,Exchange Traded Products,Exchange Traded Funds,100,,CSOP Asset Management Limited,,N,,N
3110.HK,GX HS HIGH DIV,Exchange Traded Products,Exchange Traded Funds,100,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3111.HK,EFUNDMSCIA50,Exchange Traded Products,Exchange Traded Funds,100,,"E Fund Management (Hong Kong) Co., Limited",,N,,N
3112.HK,A PANDOBLKCHAIN,Exchange Traded Products,Exchange Traded Funds,100,,Pando Finance Limited,,N,,N
3115.HK,ISHARESHSI,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
3116.HK,GX AP HIGH DIV,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3117.HK,GX CN GAME&ENT,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3118.HK,HGI MSCI CN A,Exchange Traded Products,Exchange Traded Funds,100,,Harvest Global Investments Limited,,N,,N
3119.HK,GX ASIA SEMICON,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3121.HK,CAM AP REAL EST,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
3122.HK,A CSOP RMB MM,Exchange Traded Products,Exchange Traded Funds,10,,CSOP Asset Management Limited,,N,,N
3124.HK,GX CN ECOM&LOG,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3125.HK,ISHARESSDCPBB,Exchange Traded Products,Exchange Traded Funds,10,,BlackRock Asset Management North Asia Limited,,N,,N
3128.HK,HS AINDTOPETF,Exchange Traded Products,Exchange Traded Funds,100,,Hang Seng Investment Management Limited,,N,,N
3129.HK,BOCGBACLIMATE,Exchange Traded Products,Exchange Traded Funds,100,,BOCI-Prudential Asset Management Limited,,N,,N
3130.HK,HS CSI300,Exchange Traded Products,Exchange Traded Funds,100,,Hang Seng Investment Management Limited,,N,,N
3132.HK,SAMSUNG SEMICON,Exchange Traded Products,Exchange Traded Funds,100,,Samsung Asset Management (Hong Kong) Limited,,N,,N
3134.HK,CSOP CSI PV,Exchange Traded Products,Exchange Traded Funds,100,,CSOP Asset Management Limited,,N,,N
3135.HK,FA SAMSUNG BTC,Exchange Traded Products,Exchange Traded Funds,50,,Samsung Asset Management (Hong Kong) Limited,,N,,N
3136.HK,HSI ESG ETF,Exchange Traded Products,Exchange Traded Funds,100,,Hang Seng Investment Management Limited,,N,,N
3139.HK,A GX EV BATT,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
3141.HK,CAM ASIA IGB,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
3143.HK,CAM HK BANKS,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
3145.HK,CAM ASIA HIGHDV,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
3147.HK,CSOP CHINEXT,Exchange Traded Products,Exchange Traded Funds,200,,CSOP Asset Management Limited,,N,,N
3151.HK,PREMIA STAR50,Exchange Traded Products,Exchange Traded Funds,200,,Premia Partners Company Limited,,N,,N
3152.HK,A BOS HKD MM,Exchange Traded Products,Exchange Traded Funds,10,,"Bosera Asset Management (International) Co., Limited",,N,,N
3155.HK,A HGI LIFESTYLE,Exchange Traded Products,Exchange Traded Funds,50,,Harvest Global Investments Limited,,N,,N
3160.HK,CAM JAPAN HDG,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
3162.HK,CSOP SMARTDRIVE,Exchange Traded Products,Exchange Traded Funds,100,,CSOP Asset Management Limited,,N,,N
3163.HK,PA MULTI-FACTOR,Exchange Traded Products,Exchange Traded Funds,100,,Ping An of China Asset Management (HK) Company Limited,,N,,N
3165.HK,CAM EU QLTY HDG,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
3166.HK,PA QLTY FACTOR,Exchange Traded Products,Exchange Traded Funds,100,,Ping An of China Asset Management (HK) Company Limited,,N,,N
3167.HK,ICBCCSOPCHINA,Exchange Traded Products,Exchange Traded Funds,50,,CSOP Asset Management Limited,,N,,N
3171.HK,A SS BLOCKCHAIN,Exchange Traded Products,Exchange Traded Funds,50,,Samsung Asset Management (Hong Kong) Limited,,N,,N
3172.HK,A SS ASIA META,Exchange Traded Products,Exchange Traded Funds,50,,Samsung Asset Management (Hong Kong) Limited,,N,,N
3173.HK,PP CN NEWECON,Exchange Traded Products,Exchange Traded Funds,250,,Premia Partners Company Limited,,N,,N
3174.HK,CSOP HEALTHCARE,Exchange Traded Products,Exchange Traded Funds,100,,CSOP Asset Management Limited,,N,,N
3175.HK,F SAMSUNG OIL,Exchange Traded Products,Exchange Traded Funds,200,,Samsung Asset Management (Hong Kong) Limited,,N,,N
3176.HK,HS CHNEWECON,Exchange Traded Products,Exchange Traded Funds,100,,Hang Seng Investment Management Limited,,N,,N
